来源表,IP 地址,请求样本数,1级地区码,2级地区名称,ISP名称
E,147.161.251.98,4 ,DE,巴伐利亚州,zscaler.com
E,148.222.129.47,4 ,MX,恰帕斯州,
E,149.86.141.225,4 ,GB,英国,cogentco.com
E,149.86.146.100,4 ,GB,英国,cogentco.com
E,150.116.17.2,4 ,CN,台湾,chief.com.tw
E,150.116.65.58,4 ,CN,台湾,chief.com.tw
E,150.117.35.133,4 ,CN,台湾,chief.com.tw
E,151.243.116.22,4 ,IR,马赞德兰省,shatel.ir
E,151.248.21.128,4 ,ES,安达卢西亚自治区,
E,151.249.129.199,4 ,BY,戈梅利州,alfatelecom.cz
E,151.250.20.172,4 ,TR,土耳其,superonline.net
E,152.169.37.59,4 ,AR,阿根廷,
E,152.89.134.159,4 ,RU,圣彼得堡,
E,153.191.6.3,4 ,JP,静冈县,ocn.ne.jp
E,154.5.48.42,4 ,CA,不列颠哥伦比亚省,telus.com
E,154.58.213.43,4 ,ES,卡斯蒂利亚－莱昂自治区,cogentco.com
E,154.68.29.38,4 ,CI,科特迪瓦,orange.ci
E,156.146.59.12,4 ,US,新泽西州,datacamp.co.uk
E,156.146.59.19,4 ,US,新泽西州,datacamp.co.uk
E,156.146.59.25,4 ,US,新泽西州,datacamp.co.uk
E,156.146.59.33,4 ,US,新泽西州,datacamp.co.uk
E,156.146.59.47,4 ,US,新泽西州,datacamp.co.uk
E,156.146.59.48,4 ,US,新泽西州,datacamp.co.uk
E,157.100.54.16,4 ,EC,厄瓜多尔,netlife.ec
E,157.66.159.4,4 ,,亚太地区,
E,158.181.41.139,4 ,AZ,阿塞拜疆,aztelekom.az
E,158.181.46.13,4 ,AZ,阿塞拜疆,aztelekom.az
E,159.0.248.11,4 ,SA,沙特阿拉伯,stc.com.sa
E,159.146.109.250,4 ,TR,科加厄利省,turk.net
E,159.146.66.114,4 ,TR,土耳其,turk.net
E,159.146.96.41,4 ,TR,伊斯坦布尔省,turk.net
E,159.20.126.44,4 ,ES,安达卢西亚自治区,jetnet.es
E,159.223.84.198,4 ,SG,新加坡,digitalocean.com
E,160.177.75.231,4 ,MA,摩洛哥,
E,160.238.25.66,4 ,BR,里约热内卢州,vivatele.com.br
E,160.25.42.127,4 ,,亚太地区,
E,160.250.197.245,4 ,,亚太地区,
E,160.86.195.124,4 ,JP,大阪府,so-net.ne.jp
E,161.142.117.12,4 ,MY,吉隆坡联邦直辖区,time.com.my
E,161.142.117.23,4 ,MY,吉隆坡联邦直辖区,time.com.my
E,161.142.117.70,4 ,MY,吉隆坡联邦直辖区,time.com.my
E,161.142.119.124,4 ,MY,吉隆坡联邦直辖区,time.com.my
E,161.142.143.157,4 ,MY,马来西亚,time.com.my
E,161.142.143.176,4 ,MY,马来西亚,time.com.my
E,161.142.144.184,4 ,MY,马来西亚,time.com.my
E,161.142.144.204,4 ,MY,马来西亚,time.com.my
E,161.142.145.85,4 ,MY,吉隆坡联邦直辖区,time.com.my
E,161.142.146.43,4 ,MY,马来西亚,time.com.my
E,161.142.148.241,4 ,MY,吉隆坡联邦直辖区,time.com.my
E,161.142.148.33,4 ,MY,吉隆坡联邦直辖区,time.com.my
E,161.142.149.93,4 ,MY,马来西亚,time.com.my
E,161.142.150.117,4 ,MY,马来西亚,time.com.my
E,161.142.150.74,4 ,MY,马来西亚,time.com.my
E,161.142.151.120,4 ,MY,马来西亚,time.com.my
E,161.142.151.144,4 ,MY,马来西亚,time.com.my
E,161.142.151.178,4 ,MY,马来西亚,time.com.my
E,161.142.151.21,4 ,MY,马来西亚,time.com.my
E,161.142.151.81,4 ,MY,马来西亚,time.com.my
E,161.142.152.148,4 ,MY,马来西亚,time.com.my
E,161.142.153.186,4 ,MY,马来西亚,time.com.my
E,161.142.156.97,4 ,MY,马来西亚,time.com.my
E,161.142.158.117,4 ,MY,马来西亚,time.com.my
E,161.142.158.119,4 ,MY,马来西亚,time.com.my
E,161.142.158.84,4 ,MY,马来西亚,time.com.my
E,161.142.159.11,4 ,MY,马来西亚,time.com.my
E,161.142.159.180,4 ,MY,马来西亚,time.com.my
E,161.142.177.143,4 ,MY,槟城州,time.com.my
E,161.142.179.255,4 ,MY,槟城州,time.com.my
E,161.29.78.235,4 ,NZ,新西兰,vocus.co.nz
E,162.230.69.204,4 ,US,俄克拉荷马州,att.com
E,163.47.70.162,4 ,AU,南澳大利亚州,superloop.com
E,163.47.71.10,4 ,AU,南澳大利亚州,superloop.com
E,164.215.54.10,4 ,RU,莫斯科州,rialcom.ru
E,165.165.224.206,4 ,ZA,南非,
E,165.165.240.154,4 ,ZA,南非,
E,165.225.211.54,4 ,CA,不列颠哥伦比亚省,zscaler.com
E,165.225.213.117,4 ,CA,魁北克省,zscaler.com
E,165.225.213.72,4 ,CA,魁北克省,zscaler.com
E,165.225.217.37,4 ,US,德克萨斯州,zscaler.com
E,165.225.62.185,4 ,US,伊利诺伊州,zscaler.com
E,165.225.72.151,4 ,DE,黑森州,zscaler.com
E,167.172.241.66,4 ,US,新泽西州,digitalocean.com
E,167.71.3.79,4 ,NL,北荷兰省,digitalocean.com
E,167.86.130.246,4 ,SA,沙特阿拉伯,stc.com.sa
E,168.194.167.163,4 ,BR,巴拉那州,s1telecomunicacoes.com.br
E,168.194.24.43,4 ,BR,塞尔希培州,topnettelecomservicos.com.br
E,168.196.214.78,4 ,BR,巴伊亚州,itatelecom.com.br
E,168.196.71.76,4 ,BR,南里奥格兰德州,sygo.com.br
E,168.197.10.5,4 ,BR,朗多尼亚州,ouromax.com
E,168.197.221.9,4 ,BR,圣埃斯皮里图州,conectja.com.br
E,168.205.233.9,4 ,BR,米纳斯吉拉斯州,interpop.com.br
E,168.232.168.30,4 ,HN,洪都拉斯,cablemar.net
E,169.150.45.70,4 ,US,密西西比州,
E,170.150.49.4,4 ,BR,米纳斯吉拉斯州,paineirasnet.com.br
E,170.231.54.166,4 ,HN,洪都拉斯,metronethn.com
E,170.231.54.186,4 ,HN,洪都拉斯,metronethn.com
E,170.231.54.209,4 ,HN,洪都拉斯,metronethn.com
E,170.231.54.247,4 ,HN,洪都拉斯,metronethn.com
E,170.233.111.192,4 ,BR,朗多尼亚州,
E,170.238.52.126,4 ,BR,戈亚斯州,viatelecom.net.br
E,170.238.53.216,4 ,BR,戈亚斯州,viatelecom.net.br
E,170.238.58.202,4 ,BR,马托格罗索州,navenet.com.br
E,170.239.218.252,4 ,BR,米纳斯吉拉斯州,net-rosas.com.br
E,170.245.133.148,4 ,PY,巴拉圭,
E,170.247.37.43,4 ,BR,圣保罗州,niufibra.com.br
E,170.247.84.144,4 ,HN,洪都拉斯,metronethn.com
E,170.247.85.191,4 ,HN,洪都拉斯,metronethn.com
E,170.247.86.138,4 ,HN,洪都拉斯,metronethn.com
E,170.254.74.47,4 ,BR,戈亚斯州,
E,170.254.75.87,4 ,BR,戈亚斯州,
E,170.78.129.103,4 ,BR,里约热内卢州,
E,170.78.249.66,4 ,BR,圣保罗州,varzea-net.com.br
E,170.79.52.228,4 ,BR,米纳斯吉拉斯州,justweb.com.br
E,170.80.38.91,4 ,BR,戈亚斯州,connew.com.br
E,170.82.210.47,4 ,TT,特立尼达和多巴哥,digicelgroup.com
E,170.83.145.62,4 ,BR,圣保罗州,acessanet.com
E,170.83.2.150,4 ,BR,圣保罗州,expand.tv.br
E,170.83.205.81,4 ,BR,塞尔希培州,
E,170.85.12.97,4 ,US,加利福尼亚州,zscaler.com
E,170.85.19.74,4 ,US,加利福尼亚州,zscaler.com
E,170.85.19.98,4 ,US,加利福尼亚州,zscaler.com
E,171.225.128.148,4 ,VN,宁顺省,viettel.com.vn
E,171.226.29.61,4 ,VN,平阳省,viettel.com.vn
E,171.226.30.252,4 ,VN,平阳省,viettel.com.vn
E,171.226.67.31,4 ,VN,庆和省,viettel.com.vn
E,171.227.74.241,4 ,VN,平阳省,viettel.com.vn
E,171.231.0.96,4 ,VN,嘉莱省,viettel.com.vn
E,171.231.5.69,4 ,VN,嘉莱省,viettel.com.vn
E,171.233.141.37,4 ,VN,胡志明市,viettel.com.vn
E,171.235.190.30,4 ,VN,胡志明市,viettel.com.vn
E,171.235.76.111,4 ,VN,朔庄省,viettel.com.vn
E,171.237.29.29,4 ,VN,谅山省,viettel.com.vn
E,171.239.54.9,4 ,VN,同奈省,viettel.com.vn
E,171.240.212.30,4 ,VN,平阳省,viettel.com.vn
E,171.241.36.50,4 ,VN,河内市,viettel.com.vn
E,171.241.75.180,4 ,VN,河内市,viettel.com.vn
E,171.243.159.129,4 ,VN,平顺省,viettel.com.vn
E,171.243.247.86,4 ,VN,平顺省,viettel.com.vn
E,171.25.193.234,4 ,SE,斯德哥尔摩省,
E,171.250.124.187,4 ,VN,胡志明市,viettel.com.vn
E,171.251.234.161,4 ,VN,胡志明市,viettel.com.vn
E,171.252.158.43,4 ,VN,广南省,viettel.com.vn
E,171.9.47.21,4 ,CN,河南,电信
E,171.97.245.15,4 ,TH,东北大区,trueinternet.co.th
E,172.113.113.105,4 ,US,加利福尼亚州,twcc.com
E,172.250.0.174,4 ,US,加利福尼亚州,twcc.com
E,172.56.101.90,4 ,US,美国,t-mobile.com
E,172.56.123.171,4 ,US,美国,t-mobile.com
E,172.56.35.230,4 ,US,纽约州,t-mobile.com
E,172.58.131.179,4 ,US,美国,t-mobile.com
E,172.58.208.2,4 ,US,美国,t-mobile.com
E,172.59.108.143,4 ,US,美国,t-mobile.com
E,172.59.131.120,4 ,US,美国,t-mobile.com
E,172.59.169.109,4 ,US,美国,t-mobile.com
E,172.59.69.226,4 ,US,美国,t-mobile.com
E,172.97.191.149,4 ,CA,安大略省,distributel.ca
E,173.180.242.216,4 ,CA,不列颠哥伦比亚省,telus.com
E,173.20.110.84,4 ,US,明尼苏达州,mediacomcable.com
E,173.239.240.33,4 ,US,纽约州,logicweb.com
E,173.89.44.36,4 ,US,威斯康星州,twcc.com
E,174.138.18.99,4 ,SG,新加坡,digitalocean.com
E,174.169.103.216,4 ,US,马萨诸塞州,comcast.com
E,174.178.97.224,4 ,US,弗吉尼亚州,comcast.com
E,174.192.67.15,4 ,US,美国,verizon.com
E,174.193.202.113,4 ,US,加利福尼亚州,verizon.com
E,175.136.1.253,4 ,MY,砂拉越州,tm.com.my
E,175.136.128.211,4 ,MY,沙巴州,tm.com.my
E,175.136.139.78,4 ,MY,雪兰莪州,tm.com.my
E,175.136.141.130,4 ,MY,砂拉越州,tm.com.my
E,175.136.142.104,4 ,MY,砂拉越州,tm.com.my
E,175.136.142.176,4 ,MY,砂拉越州,tm.com.my
E,175.136.142.245,4 ,MY,砂拉越州,tm.com.my
E,175.136.143.12,4 ,MY,砂拉越州,tm.com.my
E,175.136.143.73,4 ,MY,砂拉越州,tm.com.my
E,175.136.190.31,4 ,MY,雪兰莪州,tm.com.my
E,175.136.191.214,4 ,MY,雪兰莪州,tm.com.my
E,175.136.22.141,4 ,MY,吉隆坡联邦直辖区,tm.com.my
E,175.136.87.135,4 ,MY,雪兰莪州,tm.com.my
E,175.137.105.101,4 ,MY,雪兰莪州,tm.com.my
E,175.137.113.142,4 ,MY,霹雳州,tm.com.my
E,175.137.224.84,4 ,MY,砂拉越州,tm.com.my
E,175.137.34.46,4 ,MY,吉隆坡联邦直辖区,tm.com.my
E,175.138.45.248,4 ,MY,槟城州,tm.com.my
E,175.138.57.113,4 ,MY,柔佛州,tm.com.my
E,175.138.59.208,4 ,MY,柔佛州,tm.com.my
E,175.138.59.233,4 ,MY,柔佛州,tm.com.my
E,175.139.71.188,4 ,MY,吉隆坡联邦直辖区,tm.com.my
E,175.141.172.102,4 ,MY,柔佛州,tm.com.my
E,175.141.172.229,4 ,MY,柔佛州,tm.com.my
E,175.141.173.18,4 ,MY,柔佛州,tm.com.my
E,175.141.173.252,4 ,MY,柔佛州,tm.com.my
E,175.141.173.71,4 ,MY,柔佛州,tm.com.my
E,175.141.231.178,4 ,MY,吉打州,tm.com.my
E,175.141.53.72,4 ,MY,沙巴州,tm.com.my
E,175.142.209.12,4 ,MY,森美兰州,tm.com.my
E,175.143.162.194,4 ,MY,吉隆坡联邦直辖区,tm.com.my
E,175.143.58.77,4 ,MY,砂拉越州,tm.com.my
E,175.144.118.166,4 ,MY,雪兰莪州,tm.com.my
E,175.144.16.184,4 ,MY,霹雳州,tm.com.my
E,175.144.51.198,4 ,MY,柔佛州,tm.com.my
E,175.144.97.102,4 ,MY,吉隆坡联邦直辖区,tm.com.my
E,175.145.39.117,4 ,MY,雪兰莪州,tm.com.my
E,175.149.61.233,4 ,CN,辽宁,联通
E,175.182.33.225,4 ,CN,台湾,fetnet.net
E,175.182.38.28,4 ,CN,台湾,fetnet.net
E,175.195.52.142,4 ,KR,京畿道,kt.com
E,175.98.46.52,4 ,CN,台湾,twmbroadband.com
E,176.10.127.191,4 ,CH,楚格州,datasource.ch
E,176.108.146.179,4 ,RU,沃洛格达州,baza.net
E,176.112.100.242,4 ,RU,下诺夫哥罗德州,mediakvant.ru
E,176.113.246.99,4 ,UA,卢甘斯克州,
E,176.122.98.139,4 ,UA,乌克兰,utelecom.com.ua
E,176.15.167.77,4 ,RU,莫斯科,beeline.ru
E,176.170.50.128,4 ,FR,诺曼底大区,bouyguestelecom.fr
E,176.183.100.76,4 ,FR,法兰西岛大区,bouyguestelecom.fr
E,176.230.49.106,4 ,IL,以色列,partner.co.il
E,176.234.89.214,4 ,TR,伊斯坦布尔省,superonline.net
E,176.255.88.128,4 ,GB,大曼彻斯特郡,sky.com
E,176.33.66.151,4 ,TR,伊斯坦布尔省,superonline.net
E,176.65.149.100,4 ,DE,德国,zexotek.de
E,176.88.135.46,4 ,TR,土耳其,superonline.net
E,177.10.214.103,4 ,BR,圣卡塔琳娜州,miltelecom.com.br
E,177.101.43.210,4 ,BR,米纳斯吉拉斯州,microtell.com.br
E,177.107.105.72,4 ,BR,北里奥格兰德州,starconect.com.br
E,177.12.107.252,4 ,BR,帕拉伊巴州,netlinetelecom.com.br
E,177.12.25.56,4 ,BR,里约热内卢州,predialnet.com.br
E,177.120.198.88,4 ,BR,巴西,tim.com.br
E,177.120.217.183,4 ,BR,巴西,tim.com.br
E,177.124.11.79,4 ,BR,圣保罗州,vivasinternet.com.br
E,177.125.59.164,4 ,BR,巴拉那州,proservnet.com.br
E,177.127.61.80,4 ,BR,阿拉戈斯州,claro.com.br
E,177.128.145.35,4 ,BR,圣保罗州,zaaztelecom.com.br
E,177.134.195.17,4 ,BR,亚马孙州,telefonica.com
E,177.136.14.229,4 ,BR,巴伊亚州,tascom.com.br
E,177.137.214.209,4 ,BR,米纳斯吉拉斯州,brsuper.com.br
E,177.137.85.55,4 ,BR,米纳斯吉拉斯州,verointernet.com.br
E,177.16.149.248,4 ,BR,米纳斯吉拉斯州,telefonica.com
E,177.162.71.23,4 ,BR,圣保罗州,telefonica.com
E,177.173.236.159,4 ,BR,伯南布哥州,telefonica.com
E,177.184.148.202,4 ,BR,圣卡塔琳娜州,unifique.com.br
E,177.22.160.207,4 ,BR,南里奥格兰德州,osirnet.com.br
E,177.23.117.30,4 ,BR,圣卡塔琳娜州,p4telecom.com.br
E,177.240.98.59,4 ,MX,纳亚里特州,megacable.com.mx
E,177.36.176.155,4 ,BR,圣卡塔琳娜州,gegnet.com.br
E,177.37.174.225,4 ,BR,阿拉戈斯州,brisanet.com.br
E,177.37.87.67,4 ,BR,圣卡塔琳娜州,ultrat.com.br
E,177.37.88.111,4 ,BR,圣卡塔琳娜州,ultrat.com.br
E,177.53.214.106,4 ,EC,皮钦查省,fibramax.ec
E,177.54.172.224,4 ,BR,米纳斯吉拉斯州,trespontas.com.br
E,177.66.213.216,4 ,BR,米纳斯吉拉斯州,rnova.com.br
E,177.67.142.3,4 ,BR,戈亚斯州,turbobsb.com.br
E,177.67.38.56,4 ,BR,南里奥格兰德州,gruponewlife.com.br
E,177.72.54.164,4 ,BR,圣保罗州,itemnet.com.br
E,177.74.160.104,4 ,BR,里约热内卢州,agencianaweb.com.br
E,177.81.79.30,4 ,BR,圣保罗州,claro.com.br
E,177.84.235.113,4 ,BR,南里奥格兰德州,flybyte.com.br
E,177.84.239.189,4 ,BR,戈亚斯州,infortek.net.br
E,177.89.12.110,4 ,BR,北里奥格兰德州,cabotelecom.com.br
E,177.91.44.146,4 ,BR,塞阿腊州,
E,177.93.153.72,4 ,BR,里约热内卢州,workbandalarga.com.br
E,177.93.41.228,4 ,CO,哥伦比亚,
E,177.93.72.80,4 ,BR,伯南布哥州,
E,177.95.253.52,4 ,BR,圣保罗州,telefonica.com
E,178.121.7.31,4 ,BY,戈梅利州,beltelecom.by
E,178.151.162.250,4 ,UA,哈尔科夫州,triolan.com
E,178.159.125.208,4 ,RU,克里米亚共和国,giga.net.ru
E,178.168.16.83,4 ,MD,基希讷乌,starnet.md
E,178.17.174.164,4 ,MD,基希讷乌,trabia.com
E,178.209.5.14,4 ,BA,波斯尼亚和黑塞哥维那,telemach.ba
E,178.233.216.18,4 ,TR,博卢省,turksat.com.tr
E,178.51.104.188,4 ,BE,比利时,orange.be
E,178.67.57.150,4 ,RU,列宁格勒州,rt.ru
E,178.71.82.176,4 ,RU,列宁格勒州,rt.ru
E,178.78.41.52,4 ,RU,克拉斯诺达尔边疆区,domru.ru
E,178.81.13.36,4 ,SA,沙特阿拉伯,mobily.com.sa
E,178.81.243.4,4 ,SA,沙特阿拉伯,mobily.com.sa
E,178.91.40.187,4 ,KZ,克孜勒奥尔达州,telecom.kz
E,179.125.159.94,4 ,BR,圣保罗州,desktop.com.br
E,179.125.36.219,4 ,BR,巴拉那州,
E,179.125.75.246,4 ,BR,圣保罗州,pombonet.com.br
E,179.130.120.99,4 ,BR,戈亚斯州,telefonica.com
E,179.167.207.61,4 ,BR,圣保罗州,telefonica.com
E,179.173.72.40,4 ,BR,圣保罗州,telefonica.com
E,179.173.99.202,4 ,BR,圣保罗州,telefonica.com
E,179.176.168.166,4 ,BR,巴拉那州,telefonica.com
E,179.193.34.43,4 ,BR,圣保罗州,telefonica.com
E,179.248.116.7,4 ,BR,巴西,tim.com.br
E,179.42.138.44,4 ,BR,米纳斯吉拉斯州,
E,179.42.48.69,4 ,BR,巴伊亚州,fastinternet.inf.br
E,179.49.124.228,4 ,AR,阿根廷,
E,179.49.127.240,4 ,AR,阿根廷,
E,179.51.84.221,4 ,AR,阿根廷,
E,179.60.189.132,4 ,AR,阿根廷,
E,179.63.149.80,4 ,EC,厄瓜多尔,
E,179.90.241.173,4 ,BR,圣保罗州,telefonica.com
E,179.94.49.143,4 ,BR,圣保罗州,telefonica.com
E,179.98.50.217,4 ,BR,圣保罗州,telefonica.com
E,180.105.138.115,4 ,CN,江苏,电信
E,180.105.227.182,4 ,CN,江苏,电信
E,180.105.227.184,4 ,CN,江苏,电信
E,180.120.31.19,4 ,CN,江苏,电信
E,180.125.38.183,4 ,CN,江苏,电信
E,180.127.205.169,4 ,CN,江苏,电信
E,180.127.205.173,4 ,CN,江苏,电信
E,180.146.188.58,4 ,JP,奈良县,optage.co.jp
E,180.176.189.129,4 ,CN,台湾,kbro.com.tw
E,180.176.65.39,4 ,CN,台湾,kbro.com.tw
E,180.176.88.21,4 ,CN,台湾,kbro.com.tw
E,180.177.25.81,4 ,CN,台湾,kbro.com.tw
E,180.177.9.198,4 ,CN,台湾,kbro.com.tw
E,180.218.40.132,4 ,CN,台湾,twmbroadband.com
E,180.218.42.45,4 ,CN,台湾,twmbroadband.com
E,180.233.125.6,4 ,AU,新南威尔士州,occom.com.au
E,180.233.125.82,4 ,AU,新南威尔士州,occom.com.au
E,180.27.69.236,4 ,JP,冈山县,ocn.ne.jp
E,180.72.29.64,4 ,MY,柔佛州,unifi.com.my
E,180.73.144.132,4 ,MY,砂拉越州,unifi.com.my
E,180.73.182.57,4 ,MY,吉兰丹州,unifi.com.my
E,180.73.191.152,4 ,MY,吉兰丹州,unifi.com.my
E,180.74.172.194,4 ,MY,沙巴州,unifi.com.my
E,180.74.173.212,4 ,MY,沙巴州,unifi.com.my
E,180.74.175.64,4 ,MY,沙巴州,unifi.com.my
E,180.74.216.162,4 ,MY,雪兰莪州,unifi.com.my
E,180.74.216.204,4 ,MY,雪兰莪州,unifi.com.my
E,180.74.216.31,4 ,MY,雪兰莪州,unifi.com.my
E,180.74.224.140,4 ,MY,柔佛州,unifi.com.my
E,180.74.224.209,4 ,MY,柔佛州,unifi.com.my
E,180.74.224.211,4 ,MY,柔佛州,unifi.com.my
E,180.74.224.215,4 ,MY,柔佛州,unifi.com.my
E,180.74.224.236,4 ,MY,柔佛州,unifi.com.my
E,180.74.225.112,4 ,MY,柔佛州,unifi.com.my
E,180.74.226.167,4 ,MY,柔佛州,unifi.com.my
E,180.74.226.228,4 ,MY,柔佛州,unifi.com.my
E,180.74.227.142,4 ,MY,柔佛州,unifi.com.my
E,180.74.227.2,4 ,MY,柔佛州,unifi.com.my
E,180.74.64.209,4 ,MY,西马,unifi.com.my
E,180.74.65.106,4 ,MY,西马,unifi.com.my
E,180.74.65.146,4 ,MY,西马,unifi.com.my
E,180.74.66.220,4 ,MY,西马,unifi.com.my
E,180.74.66.246,4 ,MY,西马,unifi.com.my
E,180.74.66.37,4 ,MY,西马,unifi.com.my
E,180.74.67.180,4 ,MY,西马,unifi.com.my
E,180.74.67.86,4 ,MY,西马,unifi.com.my
E,180.74.68.115,4 ,MY,雪兰莪州,unifi.com.my
E,180.74.69.168,4 ,MY,雪兰莪州,unifi.com.my
E,180.74.69.47,4 ,MY,雪兰莪州,unifi.com.my
E,180.74.70.121,4 ,MY,雪兰莪州,unifi.com.my
E,180.74.70.132,4 ,MY,雪兰莪州,unifi.com.my
E,180.74.70.56,4 ,MY,雪兰莪州,unifi.com.my
E,180.74.71.195,4 ,MY,雪兰莪州,unifi.com.my
E,180.74.71.84,4 ,MY,雪兰莪州,unifi.com.my
E,180.75.232.245,4 ,MY,西马,unifi.com.my
E,180.75.233.77,4 ,MY,西马,unifi.com.my
E,180.75.238.111,4 ,MY,西马,unifi.com.my
E,180.75.239.193,4 ,MY,西马,unifi.com.my
E,180.75.240.24,4 ,MY,西马,unifi.com.my
E,180.75.241.219,4 ,MY,西马,unifi.com.my
E,180.75.242.224,4 ,MY,西马,unifi.com.my
E,180.75.242.242,4 ,MY,西马,unifi.com.my
E,180.75.242.27,4 ,MY,西马,unifi.com.my
E,180.75.244.208,4 ,MY,西马,unifi.com.my
E,180.75.245.153,4 ,MY,西马,unifi.com.my
E,180.75.247.123,4 ,MY,西马,unifi.com.my
E,180.75.247.31,4 ,MY,西马,unifi.com.my
E,180.75.247.41,4 ,MY,西马,unifi.com.my
E,180.75.249.160,4 ,MY,西马,unifi.com.my
E,180.75.251.222,4 ,MY,西马,unifi.com.my
E,180.75.251.37,4 ,MY,西马,unifi.com.my
E,180.75.253.105,4 ,MY,西马,unifi.com.my
E,180.75.253.98,4 ,MY,西马,unifi.com.my
E,180.75.255.124,4 ,MY,西马,unifi.com.my
E,180.75.255.203,4 ,MY,西马,unifi.com.my
E,180.75.45.243,4 ,MY,西马,unifi.com.my
E,180.75.47.227,4 ,MY,西马,unifi.com.my
E,180.94.29.3,4 ,PH,菲律宾,
E,181.104.30.232,4 ,AR,阿根廷,
E,181.116.61.18,4 ,AR,阿根廷,
E,181.117.163.134,4 ,AR,阿根廷,
E,181.120.189.64,4 ,PY,巴拉圭,tigo.com.py
E,181.169.178.155,4 ,AR,阿根廷,
E,181.188.236.226,4 ,EC,厄瓜多尔,telefonica.com
E,181.209.103.54,4 ,AR,阿根廷,
E,181.209.71.222,4 ,AR,阿根廷,
E,181.209.87.236,4 ,AR,阿根廷,
E,181.233.120.95,4 ,BR,伯南布哥州,
E,181.41.131.134,4 ,ES,西班牙,masmovil.es
E,181.41.147.107,4 ,ES,加泰罗尼亚自治区,
E,181.46.57.63,4 ,AR,阿根廷,
E,181.46.57.71,4 ,AR,阿根廷,
E,181.50.48.80,4 ,CO,哥伦比亚,
E,181.59.3.242,4 ,CO,哥伦比亚,
E,181.67.176.207,4 ,PE,秘鲁,telefonica.com.pe
E,181.78.64.43,4 ,CO,哥伦比亚,
E,181.94.228.24,4 ,PY,巴拉圭,telecom.com.ar
E,182.204.180.112,4 ,CN,辽宁,电信
E,182.233.200.101,4 ,CN,台湾,homeplus.net.tw
E,182.233.47.77,4 ,CN,台湾,homeplus.net.tw
E,182.234.199.78,4 ,CN,台湾,homeplus.net.tw
E,182.234.200.23,4 ,CN,台湾,homeplus.net.tw
E,182.234.236.44,4 ,CN,台湾,homeplus.net.tw
E,182.234.96.129,4 ,CN,台湾,homeplus.net.tw
E,182.48.67.181,4 ,BD,孟加拉,earth.net.bd
E,182.62.16.194,4 ,MY,马来西亚,digi.com.my
E,182.62.73.150,4 ,MY,马来西亚,digi.com.my
E,183.128.39.106,4 ,CN,浙江,电信
E,183.130.144.163,4 ,CN,浙江,电信
E,183.130.149.173,4 ,CN,浙江,电信
E,183.147.89.185,4 ,CN,浙江,电信
E,183.154.92.6,4 ,CN,浙江,电信
E,183.155.15.93,4 ,CN,浙江,电信
E,183.164.226.83,4 ,CN,安徽,电信
E,183.165.240.89,4 ,CN,安徽,电信
E,183.171.104.125,4 ,MY,西马,celcom.com.my
E,183.171.158.237,4 ,MY,沙巴州,celcom.com.my
E,183.171.191.219,4 ,MY,马来西亚,celcom.com.my
E,183.171.191.226,4 ,MY,马来西亚,celcom.com.my
E,183.171.249.189,4 ,MY,马来西亚,celcom.com.my
E,183.171.249.40,4 ,MY,马来西亚,celcom.com.my
E,183.171.249.75,4 ,MY,马来西亚,celcom.com.my
E,183.225.36.91,4 ,CN,云南,移动
E,183.76.145.138,4 ,JP,日本,asahi-net.jp
E,183.78.87.78,4 ,MY,西马,yes.my
E,183.80.206.247,4 ,VN,乂安省,fpt.vn
E,184.144.0.48,4 ,CA,安大略省,bell.ca
E,184.166.54.236,4 ,US,蒙大拿州,charter.com
E,185.103.109.242,4 ,RU,莫斯科,
E,185.132.53.6,4 ,DE,黑森州,
E,185.146.56.21,4 ,ES,西班牙,masmovil.es
E,185.15.38.52,4 ,RU,克里米亚共和国,mobile-win.ru
E,185.17.138.22,4 ,TR,伊斯坦布尔省,
E,185.18.213.47,4 ,IR,伊朗,0-1.ir
E,185.185.2.142,4 ,RU,克里米亚共和国,
E,185.220.101.190,4 ,DE,柏林州,
E,185.220.101.42,4 ,DE,柏林州,
E,185.220.101.45,4 ,DE,柏林州,
E,185.235.146.29,4 ,FR,奥克西塔尼大区,
E,185.48.36.209,4 ,RU,莫斯科州,
E,185.61.216.11,4 ,US,新泽西州,
E,185.74.195.67,4 ,ES,西班牙,akiwifi.es
E,186.105.127.170,4 ,CL,智利,
E,186.139.111.153,4 ,AR,阿根廷,
E,186.148.227.229,4 ,AR,阿根廷,
E,186.167.112.146,4 ,VE,委内瑞拉,
E,186.178.112.167,4 ,EC,厄瓜多尔,cnt.gob.ec
E,186.194.149.49,4 ,BR,巴拉那州,vempraopcao.com.br
E,186.194.150.205,4 ,BR,巴拉那州,vempraopcao.com.br
E,186.194.171.253,4 ,BR,圣保罗州,grupocompunet.com.br
E,186.204.60.206,4 ,BR,圣保罗州,claro.com.br
E,186.205.9.120,4 ,BR,里约热内卢州,claro.com.br
E,186.206.228.176,4 ,BR,米纳斯吉拉斯州,claro.com.br
E,186.209.21.213,4 ,BR,圣卡塔琳娜州,unifique.com.br
E,186.216.141.83,4 ,BR,米纳斯吉拉斯州,valenet.com.br
E,186.219.156.24,4 ,BR,圣保罗州,conexaoserv.com.br
E,186.22.163.95,4 ,AR,阿根廷,
E,186.22.238.55,4 ,AR,阿根廷,
E,186.220.198.24,4 ,BR,圣保罗州,claro.com.br
E,186.224.135.176,4 ,BR,圣保罗州,fasternet.com.br
